id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
7547,2005,5,1,2,"Conservative Party","14-16 year olds","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7548,2005,5,1,2,"Conservative Party","young","Social group","Age/generation",1,"Conservative Party",1,"Direct","Positive/associate",1
7549,2005,5,1,2,"Conservative Party","children (with special needs)","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
7550,2005,5,1,2,"Conservative Party","black","Social group","Ethnicity/race",1,"Conservative Party",1,"Direct","Positive/associate",1
7551,2005,5,1,2,"Conservative Party","carers (i.e. care-takers)","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7552,2005,5,1,2,"Conservative Party","everyone in our society","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7553,2005,5,1,2,"Conservative Party","local (GPs)","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7554,2005,5,1,2,"Conservative Party","pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7555,2005,5,1,2,"Conservative Party","career criminals","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7556,2005,5,1,2,"Conservative Party","everyone","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7557,2005,5,1,2,"Conservative Party","businesses","Social group","Economic class",1,"Conservative Party",1,"Indirect","Indiscernible",1
7558,2005,5,1,2,"Conservative Party","refugees","Social group","Nationality",1,"Conservative Party",2,"Indirect","Indiscernible",1
7559,2005,5,1,2,"Conservative Party","a million people (i.e. sick)","Social group","Health",1,"Labour Party",2,"Indirect","Negative/dissociate",1
7560,2005,5,1,2,"Conservative Party","people","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
7561,2005,5,1,2,"Conservative Party","nurses","Professional group",,1,"Labour Party",2,"Indirect","Positive/associate",1
7562,2005,5,1,2,"Conservative Party","the motorist","Social group","Other",1,"Labour Party",1,"Direct","Negative/dissociate",1
7563,2005,5,1,2,"Conservative Party","children","Other",,1,"Labour Party",2,"Indirect","Negative/dissociate",1
7564,2005,5,1,2,"Conservative Party","criminals","Social group","Other",2,"Labour Party",2,"Indirect","Positive/associate",1
7565,2005,5,1,2,"Conservative Party","40000 teenagers","Social group","Age/generation",1,"Labour Party",2,"Indirect","Negative/dissociate",1
7566,2005,5,1,2,"Conservative Party","the people of this country","General public",,2,"Labour Party",2,"Direct","Negative/dissociate",1
7567,2005,5,1,2,"Conservative Party","(working) families","Social group","Economic class",1,"Labour Party",1,"Direct","Negative/dissociate",1
7568,2005,5,1,2,"Conservative Party","the poorest 10 percent","Social group","Economic class",1,"Labour Party",2,"Indirect","Negative/dissociate",1
7569,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Labour Party",2,"Direct","Negative/dissociate",1
7570,2005,5,1,2,"Conservative Party","working (families)","Social group","Economic class",1,"Labour Party",1,"Direct","Negative/dissociate",1
7571,2005,5,1,2,"Conservative Party","head teachers","Professional group",,1,"Labour Party",2,"Indirect","Negative/dissociate",1
7572,2005,5,1,2,"Conservative Party","families","Social group","Other",2,"Labour Party",1,"Direct","Negative/dissociate",1
7573,2005,5,1,2,"Conservative Party","taxpayers","General public",,1,"Labour Party",2,"Indirect","Negative/dissociate",1
7574,2005,5,1,2,"Conservative Party","officers","Professional group",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
7575,2005,5,1,2,"Conservative Party","people","General public",,1,"Labour Party",1,"Direct","Negative/dissociate",1
7576,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
7577,2005,5,1,2,"Conservative Party","people","General public",,1,"Labour Party",1,"Indirect","Indiscernible",1
7578,2005,5,1,2,"Conservative Party","children","Other",,1,"Labour Party",1,"Indirect","Negative/dissociate",1
7579,2005,5,1,2,"Conservative Party","criminals","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
7580,2005,5,1,2,"Conservative Party","hard-working families","Social group","Other",1,"Labour Party",1,"Indirect","Negative/dissociate",1
7581,2005,5,1,2,"Conservative Party","people smugglers","Social group","Other",2,"Labour Party",2,"Indirect","Positive/associate",1
7582,2005,5,1,2,"Conservative Party","people","General public",,2,"Labour Party",2,"Indirect","Negative/dissociate",1
7583,2005,5,1,2,"Conservative Party","yobs","Social group","Other",2,"Labour Party",2,"Indirect","Positive/associate",1
7584,2005,5,1,2,"Conservative Party","local (taxpayer)","Social group","Geography",1,"Labour Party",2,"Indirect","Negative/dissociate",1
7585,2005,5,1,2,"Conservative Party","pensioners","Social group","Economic class",1,"Labour Party",1,"Indirect","Negative/dissociate",1
7586,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Labour Party",2,"Indirect","Negative/dissociate",1
7587,2005,5,1,2,"Conservative Party","taxpayers","General public",,1,"Labour Party",2,"Indirect","Negative/dissociate",1
7588,2005,5,1,2,"Conservative Party","parents","Social group","Other",2,"Labour Party",2,"Indirect","Negative/dissociate",1
7590,2005,5,1,2,"Conservative Party","responsible citizens","General public",,2,"Labour Party",2,"Indirect","Negative/dissociate",1
7591,2005,5,1,2,"Conservative Party","genuine refugees","Social group","Nationality",2,"Labour Party",2,"Indirect","Negative/dissociate",1
7592,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Labour Party",1,"Direct","Negative/dissociate",1
7593,2005,5,2,1,"Labour Party","those who can afford to pay","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
7594,2005,5,2,1,"Labour Party","individuals","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
7595,2005,5,2,1,"Labour Party","the poorest","Social group","Economic class",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7596,2005,5,2,1,"Labour Party","2,8 million pensioners","Social group","Economic class",1,"Conservative Party",2,"Direct","Negative/dissociate",1
7597,2005,5,2,1,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7598,2005,5,2,1,"Labour Party","one in four pensioners","Social group","Economic class",1,"Conservative Party",1,"Direct","Negative/dissociate",1
7599,2005,5,2,1,"Labour Party","mortgage payers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7600,2005,5,2,1,"Labour Party","every corner of the United Kingdom","Social group","Geography",1,"Conservative Party",2,"Direct","Positive/associate",1
7601,2005,5,2,1,"Labour Party","those in greatest need (i.e. of children)","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
7602,2005,5,2,1,"Labour Party","one in eight children","Other",,1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7603,2005,5,2,1,"Labour Party","health tourists (i.e. foreigners)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7604,2005,5,2,1,"Labour Party","(those in) the poorest fifth of the population","Social group","Economic class",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7605,2005,5,2,1,"Labour Party","our towns and cities","Social group","Geography",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7606,2005,5,2,1,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7607,2005,5,2,1,"Labour Party","the privileged few","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7608,2005,5,2,1,"Labour Party","those most in need (i.e. poor)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7609,2005,5,2,1,"Labour Party","our country","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
7610,2005,5,2,1,"Labour Party","police","Professional group",,1,"Conservative Party",2,"Direct","Negative/dissociate",1
7611,2005,5,2,1,"Labour Party","the few","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7612,2005,5,2,1,"Labour Party","the poorest","Social group","Economic class",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7613,2005,5,2,1,"Labour Party","families","Social group","Other",1,"Conservative Party",1,"Direct","Negative/dissociate",1
7614,2005,5,2,1,"Labour Party","11-year-olds","Other",,1,"Conservative Party",1,"Indirect","Indiscernible",1
7615,2005,5,2,1,"Labour Party","the many","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7616,2005,5,2,1,"Labour Party","pupils","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7617,2005,5,2,1,"Labour Party","the rest of us (i.e. not rich)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7618,2005,5,2,1,"Labour Party","pensioners","Social group","Economic class",1,"Conservative Party",1,"Direct","Negative/dissociate",1
7619,2005,5,2,1,"Labour Party","the poorest (pensioners)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7620,2005,5,2,1,"Labour Party","those who can afford to pay","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7621,2005,5,2,1,"Labour Party","five year-olds","Other",,1,"Conservative Party",1,"Indirect","Indiscernible",1
7622,2005,5,2,1,"Labour Party","those who play by the rules","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7623,2005,5,2,1,"Labour Party","those who cannot (i.e. afford to pay)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7624,2005,5,2,1,"Labour Party","(the poorest) pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7625,2005,5,2,1,"Labour Party","our towns and cities","Social group","Geography",1,"Conservative Party",1,"Direct","Negative/dissociate",1
7626,2005,5,2,1,"Labour Party","those (in the poorest fifth of the population) (i.e. families))","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7627,2005,5,2,1,"Labour Party","2,8 million pensioners","Social group","Economic class",1,"Conservative Party",2,"Direct","Negative/dissociate",1
7628,2005,5,2,1,"Labour Party","people","General public",,1,"Conservative Party",1,"Direct","Negative/dissociate",1
7629,2005,5,2,1,"Labour Party","police officers","Professional group",,1,"Labour Party",2,"Indirect","Positive/associate",1
7630,2005,5,2,1,"Labour Party","visitors","Social group","Nationality",1,"Labour Party",1,"Indirect","Negative/dissociate",1
7631,2005,5,2,1,"Labour Party","all children","Other",,1,"Labour Party",2,"Indirect","Positive/associate",1
7632,2005,5,2,1,"Labour Party","our armed forces","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7633,2005,5,2,1,"Labour Party","police officers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
7634,2005,5,2,1,"Labour Party","people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7635,2005,5,2,1,"Labour Party","(our most talented) 12- to 18-years-olds (i.e. children)","Other",,1,"Labour Party",1,"Indirect","Positive/associate",1
7636,2005,5,2,1,"Labour Party","our country","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
7637,2005,5,2,1,"Labour Party","the few","Social group","Other",1,"Labour Party",1,"Indirect","Negative/dissociate",1
7638,2005,5,2,1,"Labour Party","parents","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
7639,2005,5,2,1,"Labour Party","all","General public",,1,"Labour Party",1,"Direct","Negative/dissociate",1
7640,2005,5,2,1,"Labour Party","people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
7641,2005,5,2,1,"Labour Party","the public","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
7642,2005,5,2,1,"Labour Party","the vulnerable","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
7643,2005,5,2,1,"Labour Party","all","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
7644,2005,5,2,1,"Labour Party","all","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7645,2005,5,2,1,"Labour Party","the minority who abuse the system","Social group","Other",1,"Labour Party",1,"Direct","Negative/dissociate",1
7646,2005,5,2,1,"Labour Party","all","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7647,2005,5,2,1,"Labour Party","British citizens","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
7648,2005,5,2,1,"Labour Party","pupil","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
7649,2005,5,2,1,"Labour Party","consumers","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
7650,2005,5,2,1,"Labour Party","a billion people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
7651,2005,5,2,1,"Labour Party","they (i.e. people)","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
