id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
23160,2005,con,We do not duck the tough choices - from independence for the Bank of England,1,Macroeconomics,Macroeconomics
23161,2005,con,"to the tax rise we made for the NHS,",3,Health,Health
23162,2005,con,to the war in Iraq.,19,International Affairs and Foreign Aid,other
23163,2005,con,We made decisions because we believed them right - not because they were destined to be popular.,20,Government Operations,other
23164,2005,con,But we refuse to accept false choices.,20,Government Operations,other
23165,2005,con,The British people never wanted to choose between wealth creation and social justice. They never wanted to choose between national security and overseas aid.,0,Non-policy content,other
23166,2005,con,They never wanted to choose between equal rights and protection from crime.,2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
23167,2005,con,These are the false choices that landed us with economic decline and social division.,0,Non-policy content,other
23168,2005,con,The British people have the capacity to make this a great country.,0,Non-policy content,other
23169,2005,con,"Our ideals are undimmed: extend opportunity to all, demand responsibility from all, secure justice for all.",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
23170,2005,con,Our policies are refreshed: never has a governing party proposed a more wide-ranging programme of change for the country.,20,Government Operations,other
23171,2005,con,Our vision is clear:,0,Non-policy content,other
23172,2005,con,"a country more equal in its opportunities,",20,Government Operations,other
23173,2005,con,"more secure in its communities, more confident in its future.",12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23174,2005,con,"It is our social contract: we help you, you help yourself; you benefit and the country benefits.",5,Labour and Employment,Labour and Employment
23175,2005,con,"So now, I fight my last election as Leader of my party and Prime Minister of our country.",0,Non-policy content,other
23176,2005,con,My call is a passionate one: let's together make irreversible the positive changes that are happening in our country.,0,Non-policy content,other
23177,2005,con,Let's make the values of social justice and a fair deal for all the governing ideal of our country not just for some time but for all time.,13,Social Welfare,Social Welfare
23178,2005,con,"People freed from barriers of class, building a better future for themselves and for the country.",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
23179,2005,con,Self-interest and national interest together.,0,Non-policy content,other
23180,2005,con,New Labour's record:,20,Government Operations,other
23181,2005,con,"The contract delivered Our country is changing for the better,",0,Non-policy content,other
23182,2005,con,because we fulfilled the promises of our 1997 and 2001 manifestos.,20,Government Operations,other
23183,2005,con,Here is what has changed.,0,Non-policy content,other
23184,2005,con,* Prosperity for all,1,Macroeconomics,Macroeconomics
23185,2005,con,"Britain now has a stable, growing economy with the lowest inflation since the 1960s.",1,Macroeconomics,Macroeconomics
23186,2005,con,"Since 1997, two million more people are in work,",1,Macroeconomics,Macroeconomics
23187,2005,con,and the UK has the lowest unemployment for 30 years.,1,Macroeconomics,Macroeconomics
23188,2005,con,Tax credits and the minimum wage are ensuring that work pays for everyone.,1,Macroeconomics,Macroeconomics
23189,2005,con,Because of this we are saving £5 billion a year on the costs of unemployment - that's £84 for every citizen in Britain ,1,Macroeconomics,Macroeconomics
23190,2005,con,money that is being invested in frontline services such as schools and hospitals.,6,Education and Culture,Education and Culture
23191,2005,con,"There are over one million more homeowners, saving on average nearly £4, 000 a year,",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
23192,2005,con,thanks to the lowest mortgage rates for 40 years.,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
23193,2005,con,"Since 1997, average incomes have increased by 19 per cent and the income of a typical family has increased by 17 per cent,",1,Macroeconomics,Macroeconomics
23194,2005,con,with living standards rising in double digits for every part of the income spectrum.,1,Macroeconomics,Macroeconomics
23195,2005,con,"There are 300, 000 more businesses, providing jobs and increased prosperity.",15,"Banking, Finance and Domestic Commerce",other
23196,2005,con,There are two million fewer children and nearly two million fewer pensioners living in absolute poverty.,13,Social Welfare,Social Welfare
23197,2005,con,* World-class public services,20,Government Operations,other
23198,2005,con,"Investment in public services is up - an extra £1, 000 per pupil per year in real terms since 1997,",20,Government Operations,other
23199,2005,con,and spending on the NHS has more than doubled to £69 billion.,3,Health,Health
23200,2005,con,"There are over 28, 000 more teachers and 105, 000 extra teaching assistants and support staff.",6,Education and Culture,Education and Culture
23201,2005,con,"The National Health Service now has 79, 000 more nurses and over 27, 000 more doctors.",3,Health,Health
23202,2005,con,And public servants - from nurses to police officers - are better rewarded for their work.,20,Government Operations,other
23203,2005,con,Our ten-year-old pupils are ranked third best in the world in literacy and are the fastest improving in numeracy.,6,Education and Culture,Education and Culture
23205,2005,con,Deaths from heart disease are down by 27 per cent and cancer deaths are down by 12 per cent.,3,Health,Health
